post_id,sentence,true_label,logits
13954784_gab,ok there white knight are you thirsty for her nigger cum drenched cunt,hatespeech,[ 0.9260761  -0.79141766 -0.15968814]
18349415_gab,look at dis ugly dothaid kike beak look like its mouf wuz made fo suckin dat babydick <user>,hatespeech,[ 1.5354829  -1.4697506  -0.40187925]
16717552_gab,being lorded over by squatamalens and negresses is okay as long as they are from middle america,offensive,[-0.43886334  0.6383767   0.4412986 ]
1179094894893240320_twitter,<user> <user> draws eyes hey here is a service where games come and go at a <number> month cycle that retarded,normal,[-1.0175053  0.9570855  1.1917068]
10979482_gab,wishful thinking mr president these people will always hate you white man do not you get it yet u <user> stated that whichs very dangerous why do u refuse to understand that king kike trumps a genetic jew on his dads side wow hes its not an anglo saxon white man white nations,normal,[ 0.84445995 -0.7539436  -0.19472474]
25852454_gab,lol of coursh coz it normal to believe in perverted kike holoporn right fuck off faggot,hatespeech,[ 1.5057423  -1.4564475  -0.18825775]
1179072913582034944_twitter,also yes i did bring a whole ass avacado to work and sliced it up because i am a decadent bitch,normal,[-0.61205494  0.80147535  0.53030586]
1178415250753892355_twitter,knock off a cracker for callin me towelhead,hatespeech,[-0.7191552   0.7068787   0.86194646]
1178454688716460033_twitter,ugh all the niggers are back on campus,hatespeech,[ 0.7436264  -0.671688    0.01987686]
18529253_gab,fun fact did you know kardashian is armenian for nigger lover,hatespeech,[ 0.933814   -0.8733325  -0.24748182]
1177940451955019778_twitter,<user> begone ching chong,offensive,[-0.2676276   0.31278306  0.45404527]
1178556666502991873_twitter,take a shot every time you see an asian named band full of white people,normal,[-0.69504625  0.9230088   0.45150238]
1179046856237764608_twitter,the person i am closing with called in sick then texted me happy birthday 😂 😅 fuck you to bitch,normal,[-0.78653556  0.9392513   0.6143586 ]
1185235911853957126_twitter,nuke a gay whale for christ,normal,[-1.0613773   1.070148    0.88951343]
1179090479196991488_twitter,school is hella gay,offensive,[-1.4332556   1.5570073   0.96200204]
1178579448951533569_twitter,plus there a whole modern twist with white racist nationalist terrorists conspiring with forces they do not understand from fear of change from this wave of refugees,normal,[ 0.08065753 -0.0353152   0.3651417 ]
1178981918731362310_twitter,i can just see it it is the division but i do not see why there must be a connection forced i do not feel connected to american women and i know majority of men do not we all either gonna wind up happily alone or married to non westernized women,normal,[-0.5047532   0.87236995  0.22026789]
1178656914567258112_twitter,anime culture has created a new generation of weeboos where black and white kids gonna have ching chong names cuz their stupid ass parents like ching chong cartoons,hatespeech,[ 0.17848705 -0.14638449  0.24262235]
1178807638085099520_twitter,our national security sources indicate that the pentagon once planned without much success for up to <number> billion climate refugees in the world recent public stories indicate that could be <number> billion people welcome to the climate emergency,normal,[-0.34958708  0.5677554   0.28646812]
22341782_gab,was engels a kike,hatespeech,[ 1.7819865  -1.7314612  -0.41870555]
1178784070463045632_twitter,everybody say dyke keep it goin,normal,[-0.5355833   0.7447138   0.36795232]
1178990255577411585_twitter,we dressed with big dyke energy today and wanna show off but we are too scared to do a face reveal,normal,[-0.5524645  0.6865841  0.4934952]
1179033551565709312_twitter,<number> in <number> women <number> in <number> men <percent> of lesbian women <percent> of bisexual women <percent> of gay men <percent> of bisexual men no data on nb and trans women are being murdered it statistically impossible for you not to know someone who has experienced domestic violence,normal,[-0.7957212   1.2628977   0.34979758]
18943330_gab,the muzzie loving natsoc get the sword,hatespeech,[ 0.9414862  -0.922628   -0.09870344]
1178388175758221314_twitter,got a lot of them niggers you better and it active yeah popping willies on the wall i am saying,hatespeech,[ 0.46474236 -0.36711013  0.06314442]
1179027116936974337_twitter,i just asked my fam if im dating a non muslim dude they were assuming that i got <number> lolol ketawa ku dulu,normal,[-0.5527532   0.7197095   0.44842225]
1178670553739284480_twitter,<user> victims such as the ones in the video youngsters like kriss donald the <number> <number> <number> <number> of groomed and raped white girls etc are mere collateral damage to those promoting the subversion of advanced previously largely homogenous nations,normal,[-0.4614118  0.658339   0.3847724]
11760301_gab,cuh cuh cuh communism nah pass this nigger worked too hard for handouts i prefer the uncertainty the risk the gasp entropy of capitalistic competition,hatespeech,[ 0.81891346 -0.7619031  -0.2270787 ]
1178646479227015168_twitter,lesson in power and control verbal domestic violence this morning joe demonstrated classic behaviors of enabling family members or co workers navarro continued to dismiss everyone but joe that should explain all viewers need to know <user> way to keep after it,normal,[-0.43678057  0.63331044  0.35322776]
12172065_gab,an idiot a nigger a jew a muslim you are not british if you live in that cunt of a place,hatespeech,[ 1.1846191  -1.1061059  -0.23504624]
1173807914034679808_twitter,trying to convince carter he should go as slutty bob ross for halloween 🤞,normal,[-0.58714116  0.63064045  0.6167074 ]
1142263124092956672_twitter,whio wants to be my slave dm me slave gay sexting incest horny femboy trap,normal,[-1.1700616   1.6345394   0.55203325]
1143200722990714880_twitter,niggas looking for love we need to be looking for women like mary j blige she been looking for real love since the <number>,normal,[-0.96329397  1.4024925   0.41289935]
11255170_gab,i bet your queers have a hard time typing the word pussy that is why you shit logs smell like ass and astro glide,offensive,[ 0.29091737 -0.24473463  0.24631032]
21156880_gab,naacp is not actually for niggers naacp helped abort more nigger babies than any org,hatespeech,[ 1.2613372  -1.1837038  -0.31670824]
1178976586168754177_twitter,so now in nyc you get a <number> <number> <number> k fine for saying illegal alien the official term for a foreign national living in a country without authorization but get over the use of the word nigger niggers tuesday thoughts,hatespeech,[ 0.8415668  -0.7616287  -0.13988584]
24373447_gab,when their still putting the dead in body bags but all you can think about is the backlash islamophobia the moslem community might face,normal,[0.02675191 0.20839675 0.03743122]
1179103199871021057_twitter,sunday it was why do not women send messages so aggressive they are borderline harassment and last night it was what kind of porn do women watch,normal,[-0.56903654  0.65243524  0.58744293]
1179087612583141376_twitter,<user> also did trump ask the women <number> <number> year old girls if they were in their fertile period before he raped them most rapists are not polite enough to ask 🤬 🤬 🤬,normal,[-0.50363386  0.73587453  0.4608908 ]
1081332046235078656_twitter,that thing where you tie one running shoe than get distracted before shoe number two,normal,[-0.40314263  0.53329724  0.4800715 ]
1179023377660547072_twitter,<user> well i can certainly taser a bitch,normal,[-1.4269377  1.5338194  1.0263106]
1179024615844171777_twitter,<user> what about minor girls being raped by muslim men recent mms would you assure it wont happen,normal,[-0.7819367   1.1814611   0.34217465]
1179008652864376832_twitter,<user> hey mate what are the stats on rape when i saw the nisvs survey it stated that along with made to penetrate women are still raped at higher numbers,normal,[-0.66891235  0.86791545  0.5371221 ]
1178804781130887170_twitter,white gay men mad they can not say dyke bc they do not have faggot to themselves lmao,normal,[-0.21644926  0.09781163  0.7553524 ]
1178105174239395842_twitter,<user> <user> oh i do not want to even think about that gives new meaning to camel jockey,normal,[-0.87584645  1.3375822   0.4011478 ]
1162952606517383168_twitter,you are going to heaven furry faggot jk hell for you,hatespeech,[ 0.16786888 -0.3935219   0.8723977 ]
24790337_gab,white people allowed their kids to be raped by pakis why they went running to the police why is not it a fathers job to protect his kids from monsters we did in my day we did not ask anyone permission,offensive,[-0.5806572   0.84069425  0.32243   ]
24225614_gab,i just want to say muslimes f off,hatespeech,[-0.11005528  0.15553908  0.34973454]
15314538_gab,i can post the nigger word as much as i want here lol,hatespeech,[ 1.0678816  -1.0211122  -0.37340274]
21242245_gab,hm 🤔 maybe if i survive my chemo and grow up i could be a lifeguard at a nigger swimming pool 🤔,hatespeech,[ 1.1858397  -1.0931218  -0.24824661]
1185410004838428672_twitter,niggas pulled up on a nigga said hey come to hr for a drug test homie said word bet i quit lmfao,normal,[-1.2174685  1.6644192  0.5787477]
26001093_gab,idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,hatespeech,[ 0.71617603 -0.6217925  -0.22692317]
1178846407937134592_twitter,biopunk what if poor ppl had to deliberately sell their body parts to be used as accessories by the rich while they are still alive it was literally priced by white supremacist standards of what bodies are superior thus more valuable the natural wig industry already exists,normal,[-0.5392435   0.6968784   0.44884574]
15724750_gab,theyblove hezbollah they have admitted this id rather submit to a jew than even acknowledge a sandnigger terrorist group is even remotely okay not saying i would obviously,hatespeech,[ 0.63226736 -0.5524229   0.2233378 ]
18772550_gab,anders breivik required <number> shots to kill <number> bernie bro at gop ball field fired <number> rounds <number> kills copenhagen moslem attack had <number> rounds fired with only one dead that was not the cartoonist target,normal,[-0.6620395  1.158386   0.2525689]
1122880922343415809_twitter,how can arya jook a man gendry was fistin that bitch the other day and someone shook his hand,normal,[-0.3436033   0.26960135  0.8837158 ]
1083042797995941889_twitter,take drugs and rape sluts,offensive,[-0.3136236   0.47172523  0.29630247]
